,Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,Def,Matches
125,126,Fabio Carvalho,pt POR,MF,Fulham,18,2002,31.5,128,4.07,92,0,12,15,9,0,16,0.51,11,0,1,3,1,0,Matches
126,127,João Carvalho,pt POR,"MF,FW",Nott'ham Forest,24,1997,2.7,3,1.12,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
127,128,Oliver Casey,eng ENG,DF,Blackpool,20,2000,3.9,2,0.51,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
128,129,Quevin Castro,,FW,West Brom,,,0.4,,,,,,,,,,,,,,,,,Matches
129,130,Ivan Cavaleiro,pt POR,"FW,MF",Fulham,27,1993,6.7,40,6.01,37,2,0,1,0,0,5,0.75,5,0,0,0,0,0,Matches
130,131,Ilias Chair,ma MAR,"MF,FW",QPR,23,1997,35.0,148,4.23,95,31,7,9,6,0,14,0.40,9,1,1,2,1,0,Matches
131,132,Nathaniel Chalobah,eng ENG,MF,Fulham,26,1994,10.5,21,2.00,17,0,1,0,3,0,4,0.38,2,0,1,0,1,0,Matches
132,133,Harry Chapman,eng ENG,"MF,FW",Blackburn,23,1997,0.5,2,3.83,1,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
133,134,James Chester,wls WAL,DF,Stoke City,32,1989,15.9,12,0.75,8,1,0,0,0,3,4,0.25,2,0,0,0,0,2,Matches
134,135,Tahith Chong,nl NED,"FW,MF",Birmingham City,21,1999,17.3,47,2.72,24,10,4,4,4,1,3,0.17,3,0,0,0,0,0,Matches
135,136,Cyrus Christie,ie IRL,"DF,FW",Swansea City,28,1992,22.3,42,1.89,36,1,1,4,0,0,5,0.22,4,0,0,1,0,0,Matches
136,137,Ryan Christie,sct SCO,"FW,MF",Bournemouth,26,1995,33.3,122,3.66,85,21,5,7,3,1,18,0.54,16,0,0,2,0,0,Matches
137,138,Isaac Christie-Davies,wls WAL,MF,Barnsley,23,1997,0.9,1,1.07,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
138,139,Jordan Clark,eng ENG,"MF,FW",Luton Town,27,1993,18.7,53,2.83,35,3,2,4,5,4,9,0.48,6,1,0,0,2,0,Matches
139,140,Jahmari Clarke,jm JAM,FW,Reading,17,2003,1.9,2,1.02,1,0,0,1,0,0,1,0.51,0,0,0,1,0,0,Matches
140,141,Matthew Clarke,eng ENG,DF,West Brom,24,1996,30.5,26,0.85,23,0,1,1,0,1,2,0.07,1,0,0,1,0,0,Matches
141,142,Jonson Clarke-Harris,jm JAM,FW,P'borough Utd,27,1994,33.3,55,1.65,39,0,2,2,10,2,8,0.24,6,0,1,0,1,0,Matches
142,143,Jake Clarke-Salter,eng ENG,DF,Coventry City,23,1997,25.5,18,0.71,14,0,0,2,2,0,0,0.00,0,0,0,0,0,0,Matches
143,144,Leighton Clarkson,eng ENG,MF,Blackburn,19,2001,3.6,9,2.47,5,4,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
144,145,Sam Clucas,eng ENG,MF,Stoke City,30,1990,16.4,40,2.44,22,14,2,1,1,0,4,0.24,4,0,0,0,0,0,Matches
145,146,Josh Coburn,eng ENG,FW,Middlesbrough,18,2002,5.3,8,1.51,5,0,0,1,2,0,1,0.19,1,0,0,0,0,0,Matches
146,147,Jack Colback,eng ENG,"DF,MF",Nott'ham Forest,31,1989,34.5,57,1.65,40,11,1,1,1,3,6,0.17,3,2,0,0,0,1,Matches
147,148,Devante Cole,eng ENG,"FW,MF",Barnsley,26,1995,9.8,26,2.66,16,0,3,1,4,2,1,0.10,1,0,0,0,0,0,Matches
148,149,Maxime Colin,fr FRA,"DF,MF",Birmingham City,29,1991,30.8,40,1.30,36,1,0,0,1,2,6,0.19,5,0,0,0,0,1,Matches
