,Rk,Player,Nation,Pos,Squad,Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
50,51,Paul Baysse,fr FRA,"MF,DF",Bordeaux,33,1988,0.1,4,4,0,0,0,0,0,0,0,0,0,0,2,0,0,Matches
51,52,Youcef Belaïli,dz ALG,"MF,FW",Brest,29,1992,9.2,390,327,60,19,4,4,50,10,31,21,6,0,271,3,14,Matches
52,53,Haris Belkebla,dz ALG,MF,Brest,27,1994,25.7,986,949,35,17,0,9,11,6,0,0,0,0,826,2,17,Matches
53,54,Jean-Ricner Bellegarde,fr FRA,MF,Strasbourg,23,1998,25.9,1073,1021,46,20,5,7,54,1,25,13,8,0,876,6,22,Matches
54,55,Jeanöel Belocian,fr FRA,DF,Rennes,16,2005,0.1,10,10,0,0,0,0,0,0,0,0,0,0,8,0,0,Matches
55,56,Hatem Ben Arfa,fr FRA,"FW,MF",Lille,34,1987,3.5,153,134,18,3,1,0,7,1,6,0,6,0,132,1,1,Matches
56,57,Salim Ben Seghir,fr FRA,MF,Marseille,18,2003,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
57,58,Wissam Ben Yedder,fr FRA,FW,Monaco,30,1990,28.1,688,630,54,2,8,1,14,2,0,0,0,0,495,4,12,Matches
58,59,Darío Benedetto,ar ARG,"FW,MF",Marseille,31,1990,0.6,12,12,0,0,0,0,0,0,0,0,0,0,9,0,0,Matches
59,60,Walter Benítez,ar ARG,GK,Nice,28,1993,37.0,1036,702,332,72,0,2,0,0,0,0,0,0,777,2,0,Matches
60,61,Loris Benito,ch SUI,DF,Bordeaux,29,1992,0.7,52,46,6,1,0,0,0,5,0,0,0,0,42,0,0,Matches
61,62,Nabil Bentaleb,dz ALG,MF,Angers,26,1994,16.8,913,886,26,23,1,3,3,3,0,0,0,0,755,1,11,Matches
62,63,Patrick Berg,no NOR,MF,Lens,23,1997,3.4,217,214,3,2,0,3,2,1,0,0,0,0,179,0,1,Matches
63,64,Mitchell van Bergen,nl NED,"FW,MF",Reims,21,1999,10.9,225,185,36,10,1,0,49,1,19,7,11,0,139,4,8,Matches
64,65,Valon Berisha,xk KVX,"MF,FW",Reims,28,1993,5.1,188,153,33,9,0,4,27,0,20,7,9,0,126,2,2,Matches
65,66,Paul Bernardoni,fr FRA,GK,Angers,24,1997,13.0,340,212,127,29,0,2,0,0,0,0,0,0,267,1,0,Matches
66,67,Paul Bernardoni,fr FRA,GK,Saint-Étienne,24,1997,19.0,581,384,195,59,0,0,0,0,0,0,0,0,330,2,0,Matches
67,68,Juan Bernat,es ESP,"DF,MF",Paris S-G,28,1993,10.6,681,619,61,7,1,0,12,54,0,0,0,0,628,1,3,Matches
68,69,Dimitry Bertaud,fr FRA,GK,Montpellier,23,1998,9.3,313,213,99,13,0,0,0,0,0,0,0,0,223,1,0,Matches
69,70,Jason Berthomier,fr FRA,MF,Clermont Foot,31,1990,19.2,1427,1268,158,77,3,17,133,4,77,36,27,0,1158,1,16,Matches
70,71,Giulian Biancone,fr FRA,"DF,MF",Troyes,21,2000,25.5,1279,1106,169,28,2,16,87,141,0,0,0,0,939,4,25,Matches
71,72,El Bilal Touré,ml MLI,FW,Reims,19,2001,13.3,330,316,12,0,0,2,4,0,0,0,0,0,242,2,5,Matches
72,73,Jean-Claude Billong,cm CMR,DF,Clermont Foot,27,1993,10.9,490,478,11,10,0,4,1,1,0,0,0,0,417,1,4,Matches
73,74,Nathan Bitu Mazala,fr FRA,DF,Paris S-G,18,2002,0.1,10,8,2,0,0,0,0,2,0,0,0,0,9,0,0,Matches
74,75,Marco Bizot,nl NED,GK,Brest,30,1991,38.0,1207,770,435,107,0,0,0,0,0,0,0,0,851,2,0,Matches
75,76,Ludovic Blas,fr FRA,"MF,FW",Nantes,23,1997,32.9,1057,974,76,21,3,22,37,12,1,0,0,0,834,7,29,Matches
76,77,Myron Boadu,nl NED,FW,Monaco,20,2001,10.7,167,149,18,0,0,0,0,0,1,0,0,0,128,0,5,Matches
77,78,Jérôme Boateng,de GER,DF,Lyon,32,1988,18.0,1135,1095,39,35,2,4,5,2,0,0,0,0,991,1,2,Matches
78,79,Antonin Bobichon,fr FRA,"MF,FW",Angers,25,1995,0.4,17,16,1,0,0,0,2,0,1,0,1,0,12,0,0,Matches
79,80,Quentin Boisgard,fr FRA,"MF,FW",Lorient,24,1997,10.6,396,349,45,12,1,1,46,4,29,10,14,0,286,2,12,Matches
80,81,Charles Boli,fr FRA,"MF,DF",Lens,22,1998,0.4,20,17,3,2,0,0,2,0,1,1,0,0,16,0,0,Matches
81,82,Sven Botman,nl NED,DF,Lille,21,2000,25.0,1525,1464,57,52,0,22,0,4,0,0,0,0,1340,4,11,Matches
82,83,Denis Bouanga,ga GAB,"FW,MF",Saint-Étienne,26,1994,27.1,795,717,76,12,3,32,67,38,20,10,6,1,539,2,17,Matches
83,84,Hicham Boudaoui,dz ALG,MF,Nice,21,1999,18.0,665,656,7,2,0,2,49,4,1,0,0,0,499,2,23,Matches
84,85,Ryad Boudebouz,dz ALG,"MF,FW",Saint-Étienne,31,1990,25.0,1586,1418,162,102,10,18,106,1,44,29,10,1,1233,6,24,Matches
85,86,Sofiane Boufal,ma MAR,"FW,MF",Angers,27,1993,25.9,1016,865,147,47,13,11,108,8,83,25,30,2,746,4,25,Matches
86,87,Farid Boulaya,dz ALG,"MF,FW",Metz,28,1993,17.0,760,659,89,23,5,16,71,21,37,8,24,0,505,12,23,Matches
87,88,Ismaëlben Boura,fr FRA,DF,Lens,20,2000,1.1,72,64,8,5,0,2,1,3,0,0,0,0,61,0,0,Matches
88,89,Benjamin Bourigeaud,fr FRA,"FW,MF",Rennes,27,1994,35.5,1942,1665,269,56,10,25,294,42,171,47,104,0,1374,8,43,Matches
89,90,Redwan Bourles,fr FRA,"MF,FW",Lorient,18,2003,0.2,7,5,2,0,0,0,0,2,0,0,0,0,4,0,0,Matches
90,91,Domagoj Bradarić,hr CRO,DF,Lille,21,1999,4.6,297,241,55,14,0,1,21,38,3,2,1,0,220,1,5,Matches
91,92,Bilal Brahimi,dz ALG,MF,Nice,21,2000,4.2,181,151,29,7,0,0,45,8,14,6,7,0,126,1,3,Matches
92,93,Bilal Brahimi,dz ALG,FW,Angers,21,2000,3.8,95,83,10,0,1,1,11,10,0,0,0,0,66,2,6,Matches
93,94,Lilian Brassier,fr FRA,DF,Brest,21,1999,25.1,1273,1183,90,39,0,25,17,51,0,0,0,0,1012,0,12,Matches
94,95,Jimmy Briand,fr FRA,"FW,MF",Bordeaux,35,1985,2.5,77,72,5,1,0,0,2,0,1,1,0,0,64,0,3,Matches
95,96,Dylan Bronn,tn TUN,DF,Metz,26,1995,28.3,1185,1090,92,64,4,11,12,28,0,0,0,0,955,3,12,Matches
96,97,Osman Bukari,gh GHA,"FW,MF",Nantes,22,1998,11.2,299,293,5,0,1,0,15,4,1,0,0,0,220,1,8,Matches
97,98,Maxime Busi,be BEL,DF,Reims,21,1999,14.4,709,568,137,12,1,12,30,125,0,0,0,0,548,4,15,Matches
98,99,Oriol Busquets,es ESP,MF,Clermont Foot,22,1999,2.2,124,120,4,4,0,0,1,0,0,0,0,0,110,0,1,Matches
99,100,Marcin Bułka,pl POL,GK,Nice,21,1999,1.0,24,16,8,1,0,0,0,0,0,0,0,0,21,0,0,Matches
100,101,Rémy Cabella,fr FRA,"MF,FW",Montpellier,31,1990,3.5,211,204,7,2,1,2,8,2,3,2,1,0,175,0,2,Matches
101,102,Jimmy Cabot,fr FRA,DF,Angers,27,1994,22.3,1381,1150,229,11,3,21,69,215,3,0,1,0,1081,2,26,Matches
102,103,Anthony Caci,fr FRA,DF,Strasbourg,24,1997,26.6,1627,1396,223,18,1,39,97,200,5,0,5,0,1260,8,25,Matches
103,104,Mathieu Cafaro,fr FRA,"MF,FW",Reims,24,1997,2.1,84,68,16,5,0,0,19,0,9,3,5,0,44,0,0,Matches
104,105,Yannick Cahuzac,fr FRA,MF,Lens,36,1985,6.9,251,242,8,8,0,1,2,0,0,0,0,0,214,1,4,Matches
105,106,Marc-Aurèle Caillard,fr FRA,GK,Metz,27,1994,17.1,455,234,220,52,0,0,0,0,0,0,0,0,269,1,0,Matches
106,107,Jens Cajuste,se SWE,"MF,FW",Reims,21,1999,4.0,96,94,2,1,0,0,1,0,0,0,0,0,66,0,3,Matches
107,108,Duje Ćaleta-Car,hr CRO,DF,Marseille,24,1996,22.9,1820,1775,40,35,0,21,1,5,0,0,0,0,1668,5,4,Matches
108,109,Lucas Calodat,fr FRA,DF,Saint-Étienne,19,2002,0.0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,Matches
109,110,Mahdi Camara,fr FRA,"MF,DF",Saint-Étienne,23,1998,34.1,1501,1396,102,19,1,11,33,77,0,0,0,0,1232,3,38,Matches
110,111,Mamadou Camara,fr FRA,FW,Troyes,20,2001,0.4,13,12,1,0,0,0,0,0,0,0,0,0,9,0,1,Matches
111,112,Eduardo Camavinga,fr FRA,MF,Rennes,18,2002,1.6,74,69,5,3,0,1,0,2,0,0,0,0,67,0,0,Matches
112,113,Fali Candé,gw GNB,DF,Metz,23,1998,10.8,488,371,117,9,0,1,45,90,18,11,7,0,348,0,13,Matches
113,114,Pierrick Capelle,fr FRA,"MF,DF",Angers,34,1987,13.3,563,501,60,8,0,8,17,43,7,5,1,0,456,2,14,Matches
114,115,Maxence Caqueret,fr FRA,MF,Lyon,21,2000,25.9,1548,1511,30,14,6,8,20,6,9,4,3,0,1313,7,30,Matches
115,116,Irvin Cardona,fr FRA,"FW,MF",Brest,23,1997,14.8,324,295,27,3,0,3,21,7,0,0,0,0,209,2,10,Matches
116,117,Igor Carioca,br BRA,DF,Lorient,24,1996,17.5,777,605,171,5,0,3,68,166,0,0,0,0,584,1,31,Matches
117,118,Moreto Cassamã,gw GNB,MF,Reims,23,1998,8.9,434,402,30,20,0,10,19,0,10,6,4,0,351,2,12,Matches
118,119,Jean-Charles Castelletto,cm CMR,DF,Nantes,26,1995,27.9,1208,1147,61,28,1,7,8,33,0,0,0,0,1036,0,5,Matches
119,120,Zeki Çelik,tr TUR,DF,Lille,24,1997,30.0,1755,1453,291,22,3,22,66,269,0,0,0,0,1390,11,34,Matches
120,121,Fabien Centonze,fr FRA,DF,Metz,25,1996,17.6,769,633,135,8,0,4,48,127,0,0,0,0,591,1,17,Matches
121,122,Leonardo César Jardim,br BRA,GK,Lille,26,1995,17.0,,,,,,,0,,,,,,,,,Matches
122,123,El Chadaille Bitshiabu,fr FRA,DF,Paris S-G,16,2005,0.1,6,6,0,0,0,1,0,0,0,0,0,0,6,0,0,Matches
123,124,Nassim Chadli,fr FRA,"MF,DF",Troyes,20,2001,1.1,43,36,7,1,0,0,5,5,1,1,0,0,26,0,3,Matches
124,125,Mehdi Chahiri,ma MAR,DF,Strasbourg,25,1996,0.2,6,5,1,0,0,0,0,1,0,0,0,0,2,0,0,Matches
125,126,Dylan Chambost,fr FRA,"MF,FW",Troyes,23,1997,8.4,492,467,23,14,2,2,21,0,9,7,1,0,379,2,7,Matches
126,127,Brendan Chardonnet,fr FRA,DF,Brest,26,1994,29.8,1287,1219,65,62,0,25,3,3,0,0,0,0,1044,3,7,Matches
127,128,Xavier Chavalerin,fr FRA,MF,Troyes,30,1991,30.2,1049,978,64,26,2,8,79,13,25,21,4,0,785,7,23,Matches
128,129,Xavier Chavalerin,fr FRA,MF,Reims,30,1991,2.4,96,85,11,2,0,4,4,9,0,0,0,0,76,0,4,Matches
129,130,Rayan Cherki,fr FRA,"FW,MF",Lyon,17,2003,4.9,262,219,42,3,2,4,27,11,25,13,7,0,196,1,5,Matches
130,131,Pedro Chirivella,es ESP,MF,Nantes,24,1997,29.3,1719,1635,79,56,4,36,8,5,3,2,1,0,1457,5,26,Matches
131,132,Joris Chotard,fr FRA,MF,Montpellier,19,2001,32.6,1289,1248,36,32,2,12,20,3,1,0,1,0,1081,5,16,Matches
132,133,Alexis Claude-Maurice,fr FRA,MF,Nice,23,1998,2.3,103,94,9,1,0,0,9,3,5,2,3,0,88,0,3,Matches
133,134,Jonathan Clauss,fr FRA,DF,Lens,28,1992,33.8,1883,1348,522,46,4,8,348,291,185,59,95,0,1243,13,36,Matches
134,135,Marcus Coco,fr FRA,"MF,FW",Nantes,25,1996,10.3,325,302,23,5,0,0,24,17,0,0,0,0,224,0,8,Matches
135,136,Abdu Conté,pt POR,DF,Troyes,23,1998,15.0,614,480,132,4,0,3,41,128,0,0,0,0,447,2,21,Matches
136,137,Sébastien Corchia,fr FRA,DF,Nantes,30,1990,14.7,548,381,167,13,0,2,79,143,11,0,9,0,367,0,25,Matches
137,138,Maxwel Cornet,ci CIV,DF,Lyon,24,1996,0.7,40,37,3,1,1,0,3,2,0,0,0,0,33,0,0,Matches
138,139,David Pereira da Costa,pt POR,"MF,FW",Lens,20,2001,16.3,798,758,35,12,6,2,35,8,15,4,8,0,646,5,19,Matches
139,140,Benoît Costil,fr FRA,GK,Bordeaux,34,1987,25.0,905,589,315,96,1,7,0,1,0,0,0,0,632,1,0,Matches
140,141,Kalifa Coulibaly,ml MLI,FW,Nantes,29,1991,9.4,191,178,11,0,0,0,3,1,0,0,0,0,111,2,4,Matches
141,142,Nicolas Cozza,fr FRA,DF,Montpellier,22,1999,30.8,1377,1247,129,22,0,5,24,106,0,0,0,0,1115,1,14,Matches
142,143,Enzo Crivelli,fr FRA,"FW,MF",Saint-Étienne,26,1995,1.1,21,17,4,0,0,0,0,0,0,0,0,0,13,0,1,Matches
143,144,Wylan Cyprien,fr FRA,MF,Nantes,26,1995,16.6,932,835,95,38,3,10,70,3,52,16,31,0,748,2,15,Matches
144,145,Lucas Da Cunha,fr FRA,MF,Nice,20,2001,4.4,162,142,19,2,0,1,23,3,14,9,2,0,114,1,6,Matches
145,146,Lucas Da Cunha,fr FRA,"FW,MF",Clermont Foot,20,2001,9.3,330,307,23,5,1,9,20,4,14,5,4,0,267,0,4,Matches
146,147,Damien Da Silva,fr FRA,DF,Lyon,33,1988,12.5,896,880,13,12,1,3,1,1,0,0,0,0,786,3,3,Matches
147,148,Colin Dagba,fr FRA,DF,Paris S-G,22,1998,1.8,139,126,13,1,0,0,8,12,0,0,0,0,125,0,2,Matches
148,149,Flavius Daniliuc,at AUT,DF,Nice,20,2001,14.4,877,781,96,16,0,7,7,80,0,0,0,0,771,0,5,Matches
149,150,Kevin Danso,at AUT,DF,Lens,22,1998,31.0,1875,1814,57,51,0,7,1,5,0,0,0,0,1615,4,10,Matches
150,151,Dante,br BRA,DF,Nice,37,1983,31.9,2406,2352,53,49,0,17,3,4,0,0,0,0,2175,1,10,Matches
151,152,Jonathan David,ca CAN,FW,Lille,21,2000,31.2,658,618,28,1,2,1,6,7,0,0,0,0,504,12,17,Matches
152,153,Konrad De La Fuente,us USA,"FW,MF",Marseille,20,2001,8.7,230,224,5,0,2,2,19,5,0,0,0,0,180,1,6,Matches
153,154,Romain Del Castillo,fr FRA,"MF,FW",Rennes,25,1996,0.3,16,13,3,3,0,0,0,0,0,0,0,0,12,0,1,Matches
154,155,Romain Del Castillo,fr FRA,"MF,FW",Brest,25,1996,10.8,434,401,32,15,3,3,45,4,13,10,3,0,312,1,15,Matches
155,156,Thomas Delaine,fr FRA,DF,Metz,29,1992,25.7,1156,910,243,11,3,3,111,231,1,0,0,0,849,3,35,Matches
156,157,Sacha Delaye,fr FRA,"MF,FW",Montpellier,19,2002,2.9,85,82,3,1,1,2,3,1,0,0,0,0,62,0,3,Matches
157,158,Andy Delort,dz ALG,FW,Nice,29,1991,27.2,694,644,47,1,6,7,51,5,0,0,0,0,402,3,18,Matches
158,159,Andy Delort,dz ALG,FW,Montpellier,29,1991,3.0,96,86,10,0,0,1,14,0,2,1,1,0,54,0,5,Matches
159,160,Moussa Dembélé,fr FRA,FW,Lyon,25,1996,24.5,442,402,37,4,5,2,2,6,0,0,0,0,291,3,19,Matches
160,161,Jason Denayer,be BEL,DF,Lyon,26,1995,11.1,738,711,26,22,0,3,1,3,0,0,0,0,690,1,3,Matches
161,162,Arthur Desmas,fr FRA,GK,Clermont Foot,27,1994,14.5,414,268,146,34,0,0,0,0,0,0,0,0,299,0,0,Matches
162,163,Ángel Di María,ar ARG,FW,Paris S-G,33,1988,18.3,1182,1088,86,15,10,14,122,21,49,22,18,0,881,8,22,Matches
163,164,Yadaly Diaby,fr FRA,"FW,MF",Clermont Foot,20,2000,0.7,18,17,1,0,0,0,0,0,0,0,0,0,12,0,1,Matches
164,165,Ibrahim Diakité,gn GUI,MF,Reims,17,2003,0.0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
165,166,Abdou Diallo,sn SEN,DF,Paris S-G,25,1996,9.7,704,635,68,16,0,1,18,52,0,0,0,0,623,1,10,Matches
166,167,Habib Diallo,sn SEN,FW,Strasbourg,26,1995,17.1,360,346,13,1,3,2,9,2,0,0,0,0,249,1,15,Matches
167,168,Mouhamadou Diarra,sn SEN,MF,Strasbourg,17,2004,1.2,61,61,0,0,0,2,0,0,0,0,0,0,52,0,1,Matches
168,169,Stéphane Diarra,fr FRA,"MF,FW",Lorient,22,1998,5.8,204,180,23,0,3,0,22,9,10,8,1,0,148,1,11,Matches
169,170,Krepin Diatta,sn SEN,"MF,DF",Monaco,22,1999,3.2,106,106,0,0,0,0,3,0,0,0,0,0,79,0,6,Matches
170,171,Bamba Dieng,sn SEN,FW,Marseille,21,2000,10.8,193,184,9,0,3,1,3,1,0,0,0,0,144,0,8,Matches
171,172,Elhadji Dieye,sn SEN,"FW,MF",Saint-Étienne,19,2002,0.4,9,8,1,0,0,0,1,1,0,0,0,0,3,0,0,Matches
172,173,Javairô Dilrosun,nl NED,"MF,FW",Bordeaux,23,1998,19.2,602,533,66,22,2,3,69,6,37,20,12,0,445,3,14,Matches
173,174,Junior Dina Ebimbe,fr FRA,MF,Paris S-G,20,2000,3.5,215,214,1,1,0,1,2,0,0,0,0,0,192,0,4,Matches
174,175,Tristan Dingomé,cm CMR,"MF,FW",Troyes,30,1991,12.0,552,500,45,14,4,3,43,4,25,19,1,0,413,7,7,Matches
175,176,Sinaly Diomande,ci CIV,DF,Lyon,20,2001,6.4,477,471,6,5,1,6,0,1,0,0,0,0,436,0,0,Matches
176,177,Sofiane Diop,fr FRA,"MF,FW",Monaco,21,2000,21.6,977,871,101,30,8,19,95,15,56,27,18,0,708,5,23,Matches
177,178,Andy Diouf,fr FRA,MF,Rennes,18,2003,0.2,10,9,1,1,0,0,0,0,0,0,0,0,7,0,0,Matches
178,179,Assane Dioussé,sn SEN,MF,Saint-Étienne,23,1997,0.3,35,33,2,2,0,0,1,0,0,0,0,0,33,0,0,Matches
179,180,Axel Disasi,fr FRA,DF,Monaco,23,1998,30.2,1773,1733,35,32,2,13,1,3,0,0,0,0,1542,5,11,Matches
180,181,Tiago Djaló,pt POR,DF,Lille,21,2000,25.9,1519,1344,174,23,2,6,11,151,0,0,0,0,1312,1,24,Matches
181,182,Alexander Djiku,gh GHA,DF,Strasbourg,26,1994,29.9,1650,1562,81,56,1,36,15,5,0,0,0,0,1356,7,9,Matches
182,183,Bryan Djile Nokoué,cm CMR,"DF,MF",Saint-Étienne,19,2002,0.6,29,20,9,1,0,0,1,8,0,0,0,0,21,0,0,Matches
183,184,Ouparine Djoco,sn SEN,GK,Clermont Foot,23,1998,23.5,738,513,225,71,0,1,0,0,0,0,0,0,498,0,0,Matches
184,185,Jeremy Doku,be BEL,"FW,MF",Rennes,19,2002,5.2,156,156,0,0,1,0,13,0,0,0,0,0,115,0,2,Matches
185,186,Kasper Dolberg,dk DEN,FW,Nice,23,1997,16.6,243,236,7,0,1,1,5,0,0,0,0,0,172,0,5,Matches
186,187,Brandon Domingues,fr FRA,"MF,FW",Troyes,21,2000,2.6,87,82,5,2,0,0,11,2,1,1,0,0,59,0,4,Matches
187,188,Anastasios Donis,gr GRE,"FW,MF",Reims,24,1996,4.1,93,90,2,0,0,2,24,2,0,0,0,0,51,1,3,Matches
188,189,Gianluigi Donnarumma,it ITA,GK,Paris S-G,22,1999,17.0,469,358,111,15,0,1,0,0,0,0,0,0,424,0,1,Matches
189,190,Jodel Dossou,bj BEN,FW,Clermont Foot,29,1992,22.3,576,561,12,2,0,0,60,9,1,0,0,0,401,3,39,Matches
