,Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
23,24,Emmanuel Amankwaa Akurugu,gh GHA,DF,Getafe,19,2001,0.9,0,0,0,1,1,0,4,0,0,0,0,0,4,2,2,50.0,Matches
24,25,Amath,sn SEN,"FW,MF",Mallorca,25,1996,9.8,5,0,0,19,18,6,7,7,11,0,0,0,34,5,20,20.0,Matches
25,26,Florin Andone,ro ROU,FW,Cádiz,28,1993,2.0,1,0,0,3,2,3,0,0,1,0,0,0,6,7,11,38.9,Matches
26,27,José Ángel,es ESP,DF,Osasuna,31,1989,12.0,2,1,0,10,5,0,46,10,13,0,0,0,78,10,6,62.5,Matches
27,28,Josep Antoni Gayá,es ESP,DF,Mallorca,21,2000,0.6,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,,Matches
28,29,Mauro Arambarri,uy URU,MF,Getafe,25,1995,29.6,13,0,0,51,48,0,116,32,37,0,1,0,182,27,26,50.9,Matches
29,30,Néstor Araujo,mx MEX,DF,Celta Vigo,29,1991,29.1,4,0,0,19,10,0,3,27,14,0,0,1,160,63,48,56.8,Matches
30,31,Ronald Araújo,uy URU,DF,Barcelona,22,1999,25.2,6,0,0,25,12,1,7,23,23,0,0,0,135,60,24,71.4,Matches
31,32,Jesús Areso,es ESP,DF,Osasuna,22,1999,2.1,1,0,0,3,4,0,2,0,3,0,0,0,6,3,6,33.3,Matches
32,33,Matias Arezo,uy URU,"FW,MF",Granada,18,2002,1.8,1,0,0,3,1,0,4,1,3,0,0,0,3,7,5,58.3,Matches
33,34,Santiago Arias,co COL,DF,Granada,29,1992,4.9,1,0,0,6,5,2,15,5,5,0,0,0,23,9,14,39.1,Matches
34,35,Santiago Arzamendia,py PAR,MF,Cádiz,23,1998,5.2,2,0,0,6,4,1,18,4,6,0,0,0,36,12,19,38.7,Matches
35,36,Sergio Asenjo,es ESP,GK,Villarreal,32,1989,6.0,1,0,0,0,0,0,0,1,0,0,0,0,17,2,0,100.0,Matches
36,37,Alejandro Asensio,es ESP,FW,Rayo Vallecano,20,2000,0.1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,100.0,Matches
37,38,Marco Asensio,es ESP,"FW,MF",Real Madrid,25,1996,19.2,2,0,0,8,20,2,71,12,8,0,0,0,83,0,9,0.0,Matches
38,39,Iago Aspas,es ESP,FW,Celta Vigo,33,1987,34.3,9,0,0,22,50,20,108,11,7,0,1,0,113,22,32,40.7,Matches
39,40,Pierre-Emerick Aubameyang,ga GAB,FW,Barcelona,32,1989,12.0,0,0,0,7,7,7,5,2,2,0,0,0,17,7,13,35.0,Matches
40,41,Ludwig Augustinsson,se SWE,"DF,FW",Sevilla,27,1994,8.8,3,0,0,13,10,0,47,5,14,0,0,0,41,15,7,68.2,Matches
41,42,Serge Aurier,ci CIV,DF,Villarreal,28,1992,11.2,4,0,0,15,6,1,27,11,9,0,1,0,52,21,16,56.8,Matches
42,43,Ezequiel Ávila,ar ARG,"FW,MF",Osasuna,27,1994,20.8,9,1,1,31,40,13,79,13,7,0,1,0,77,50,70,41.7,Matches
43,44,Iddrisu Baba,gh GHA,MF,Mallorca,25,1996,21.5,9,0,0,42,38,0,5,24,30,0,0,0,187,41,34,54.7,Matches
44,45,Carlos Bacca,co COL,FW,Granada,34,1986,5.7,3,0,0,3,8,5,4,1,4,1,0,0,12,8,16,33.3,Matches
45,46,Édgar Badía,es ESP,GK,Elche,29,1992,24.0,2,0,0,0,1,0,0,0,0,0,0,0,44,8,3,72.7,Matches
46,47,Miguel Baeza,es ESP,DF,Celta Vigo,21,2000,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,Matches
47,48,Alejandro Balde,es ESP,"DF,FW",Barcelona,17,2003,2.1,0,0,0,4,4,0,6,1,1,0,0,0,13,0,2,0.0,Matches
48,49,Gareth Bale,wls WAL,FW,Real Madrid,32,1989,3.1,2,0,0,3,0,1,3,2,1,0,0,0,4,7,5,58.3,Matches
49,50,Mikel Balenziaga,es ESP,DF,Athletic Club,33,1988,22.5,2,0,0,21,12,1,51,21,24,0,0,0,125,33,18,64.7,Matches
50,51,Iván Balliu,al ALB,DF,Rayo Vallecano,29,1992,35.0,10,1,0,42,57,4,111,39,22,0,3,0,166,23,33,41.1,Matches
51,52,Barbero,es ESP,"FW,MF",Osasuna,22,1998,0.2,0,0,0,2,1,0,0,0,0,0,0,0,0,2,2,50.0,Matches
52,53,Barcia,es ESP,DF,Granada,20,2000,0.8,0,0,0,0,0,0,0,1,0,0,0,0,6,1,1,50.0,Matches
53,54,Enis Bardhi,mk MKD,"MF,FW",Levante,26,1995,18.9,3,0,0,33,44,4,87,10,12,0,1,0,95,6,8,42.9,Matches
54,55,Keidi Bare,al ALB,MF,Espanyol,23,1997,16.5,9,0,0,25,29,0,7,15,17,1,0,0,90,13,30,30.2,Matches
55,56,Kike Barja,es ESP,"MF,FW",Osasuna,24,1997,9.6,2,0,0,17,23,0,55,9,11,0,0,0,65,9,11,45.0,Matches
56,57,Antonio Barragán,es ESP,DF,Elche,34,1987,11.3,5,0,0,19,17,0,33,17,14,0,2,0,54,8,2,80.0,Matches
57,58,Ander Barrenetxea,es ESP,"FW,MF",Real Sociedad,19,2001,6.1,0,0,0,10,16,1,8,2,10,0,0,0,39,4,4,50.0,Matches
58,59,Marc Bartra,es ESP,DF,Betis,30,1991,22.1,5,0,0,21,16,0,0,33,14,0,0,0,99,59,36,62.1,Matches
59,60,Álvaro Bastida,es ESP,MF,Cádiz,17,2004,2.2,1,0,0,1,0,0,0,3,4,0,0,0,12,1,8,11.1,Matches
60,61,Rodrigo Battaglia,ar ARG,MF,Mallorca,30,1991,13.1,4,0,0,28,18,0,1,10,16,0,1,0,82,32,24,57.1,Matches
61,62,Jon Bautista,es ESP,MF,Real Sociedad,26,1995,0.5,0,0,0,1,2,1,0,1,0,0,0,0,3,1,0,100.0,Matches
62,63,Bebé,cv CPV,FW,Rayo Vallecano,31,1990,9.6,2,0,0,12,16,6,87,3,5,1,0,0,47,8,14,36.4,Matches
63,64,Héctor Bellerín,es ESP,DF,Betis,26,1995,22.0,2,1,0,23,14,2,42,23,32,0,0,1,95,27,19,58.7,Matches
64,65,Fran Beltrán,es ESP,MF,Celta Vigo,22,1999,28.9,4,0,0,17,25,0,17,32,41,0,0,0,207,16,40,28.6,Matches
65,66,Darío Benedetto,ar ARG,"FW,MF",Elche,31,1990,6.6,1,0,0,3,6,3,6,1,1,0,0,0,12,10,14,41.7,Matches
66,67,Iker Benito,es ESP,"FW,MF",Osasuna,18,2002,1.3,1,0,0,1,3,0,4,0,1,0,0,0,4,1,1,50.0,Matches
67,68,Pedro Benito,es ESP,FW,Cádiz,21,2000,0.3,0,0,0,3,0,0,1,0,0,0,0,0,0,0,4,0.0,Matches
68,69,Karim Benzema,fr FRA,FW,Real Madrid,33,1987,28.8,0,0,0,13,9,31,10,4,9,0,0,0,44,18,30,37.5,Matches
69,70,Yuri Berchiche,es ESP,DF,Athletic Club,31,1990,11.3,3,0,0,7,19,0,33,13,11,0,0,0,81,21,8,72.4,Matches
70,71,Álex Berenguer,es ESP,MF,Athletic Club,26,1995,24.1,8,0,0,44,46,14,145,16,26,0,0,0,105,49,58,45.8,Matches
71,72,Pedro Bigas,es ESP,DF,Elche,30,1990,17.2,6,0,0,16,11,0,2,18,10,0,0,0,73,35,11,76.1,Matches
72,73,Blanco,es ESP,MF,Real Madrid,21,2000,0.3,0,0,0,1,0,0,0,1,0,0,0,0,4,0,1,0.0,Matches
73,74,Yassine Bounou,ma MAR,GK,Sevilla,30,1991,31.0,2,0,0,0,3,0,0,0,0,0,0,0,29,7,1,87.5,Matches
74,75,Lucas Boyé,ar ARG,FW,Elche,25,1996,19.0,3,0,0,39,40,13,7,2,13,0,0,0,65,31,53,36.9,Matches
75,76,Martin Braithwaite,dk DEN,FW,Barcelona,30,1991,2.6,0,0,0,5,2,2,2,1,1,0,0,0,7,3,6,33.3,Matches
76,77,Darko Brašanac,rs SRB,MF,Osasuna,29,1992,26.7,8,0,0,52,24,9,27,25,22,0,0,0,143,33,59,35.9,Matches
77,78,Claudio Bravo,cl CHI,GK,Betis,38,1983,16.2,2,0,0,1,1,0,0,0,0,0,1,0,20,6,1,85.7,Matches
78,79,Yan Brice Eteki,cm CMR,MF,Granada,23,1997,3.8,3,0,0,18,5,0,0,4,3,0,0,0,21,7,7,50.0,Matches
79,80,Bryan,es ESP,"MF,FW",Valencia,20,2001,8.4,3,0,0,13,20,7,44,1,8,0,0,0,54,1,7,12.5,Matches
80,81,Ante Budimir,hr CRO,FW,Osasuna,30,1991,19.3,3,0,0,37,32,16,7,3,10,1,0,0,50,106,99,51.7,Matches
81,82,Sergio Busquets,es ESP,MF,Barcelona,33,1988,35.5,12,0,0,53,67,2,3,45,49,0,0,0,281,57,68,45.6,Matches
82,83,Adrián Butzke,es ESP,FW,Granada,22,1999,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
83,84,Erick Cabaco,uy URU,DF,Getafe,26,1995,4.5,4,1,1,7,4,0,1,4,1,0,0,1,14,8,6,57.1,Matches
84,85,Leandro Cabrera,uy URU,DF,Espanyol,30,1991,37.0,7,0,0,32,21,2,13,44,24,0,2,1,147,82,48,63.1,Matches
85,86,Martín Cáceres,uy URU,DF,Levante,34,1987,7.4,2,0,0,8,8,0,4,11,2,0,0,0,43,7,12,36.8,Matches
86,87,Cala,es ESP,DF,Cádiz,31,1989,10.5,8,1,1,11,7,1,0,12,4,0,2,0,44,15,15,50.0,Matches
87,88,Calderón,es ESP,DF,Betis,21,2000,0.7,0,0,0,1,1,0,4,0,0,0,0,0,6,0,2,0.0,Matches
88,89,Fernando Calero,es ESP,DF,Espanyol,25,1995,12.1,3,0,0,10,6,0,0,16,10,0,1,0,46,21,22,48.8,Matches
89,90,Víctor Camarasa,es ESP,"MF,FW",Betis,27,1994,1.2,0,0,0,2,3,0,0,2,1,0,0,0,6,2,1,66.7,Matches
90,91,Eduardo Camavinga,fr FRA,MF,Real Madrid,18,2002,13.7,8,0,0,35,29,1,3,17,35,0,0,0,85,28,13,68.3,Matches
91,92,José Campaña,es ESP,MF,Levante,28,1993,15.8,6,1,0,17,22,1,56,21,16,0,0,0,109,17,18,48.6,Matches
92,93,Sergio Canales,es ESP,"FW,MF",Betis,30,1991,31.0,6,0,0,19,39,11,67,10,14,0,0,0,179,11,26,29.7,Matches
93,94,Álex Cantero,es ESP,"FW,MF",Levante,21,2000,6.8,1,0,0,13,4,0,6,1,4,0,0,0,17,3,13,18.8,Matches
94,95,Ander Capa,es ESP,DF,Athletic Club,29,1992,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
95,96,Étienne Capoue,fr FRA,MF,Villarreal,33,1988,25.4,9,0,0,44,44,0,5,35,26,0,0,0,135,52,24,68.4,Matches
96,97,Isaac Carcelen,es ESP,"DF,MF",Cádiz,28,1993,17.2,2,0,0,23,25,1,49,34,29,0,0,0,114,15,18,45.5,Matches
97,98,Cárdenas,es ESP,GK,Levante,24,1997,24.0,3,0,0,0,3,0,0,1,1,0,0,0,33,2,1,66.7,Matches
98,99,Carlo,es ESP,MF,Villarreal,20,2001,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
99,100,Diego Carlos,br BRA,DF,Sevilla,28,1993,32.9,4,1,1,33,19,1,3,24,24,0,2,0,190,80,42,65.6,Matches
100,101,Carmona,es ESP,DF,Sevilla,19,2002,0.3,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0.0,Matches
101,102,Yannick Carrasco,be BEL,"FW,MF",Atlético Madrid,27,1993,28.7,5,0,0,30,39,13,133,19,19,0,0,0,159,8,12,40.0,Matches
102,103,Guido Carrillo,ar ARG,FW,Elche,30,1991,13.0,3,0,0,33,25,6,1,1,4,0,0,0,38,80,60,57.1,Matches
103,104,Dani Carvajal,es ESP,DF,Real Madrid,29,1992,17.2,1,0,0,19,11,0,40,20,28,0,1,0,97,14,14,50.0,Matches
104,105,William Carvalho,pt POR,MF,Betis,29,1992,20.1,6,0,0,31,28,0,4,16,33,0,0,0,128,34,25,57.6,Matches
105,106,Casemiro,br BRA,MF,Real Madrid,29,1992,28.5,11,0,0,54,38,4,17,38,51,1,0,0,230,101,50,66.9,Matches
106,107,Kiko Casilla,es ESP,GK,Elche,34,1986,14.0,3,0,0,0,1,0,0,1,0,0,0,0,21,3,0,100.0,Matches
107,108,Catena,es ESP,DF,Rayo Vallecano,26,1994,36.0,8,0,0,26,14,3,2,30,23,0,1,0,190,117,40,74.5,Matches
108,109,Dani Ceballos,es ESP,MF,Real Madrid,24,1996,3.1,1,0,0,3,7,0,1,4,5,0,0,0,25,0,0,,Matches
109,110,Franco Cervi,ar ARG,MF,Celta Vigo,27,1994,20.0,5,0,0,22,40,2,78,21,41,1,0,0,146,17,31,35.4,Matches
110,111,Chapela,es ESP,"MF,FW",Cádiz,22,1999,4.4,0,0,0,4,9,1,12,4,2,0,0,0,22,4,6,40.0,Matches
111,112,Chema,es ESP,MF,Getafe,29,1992,0.5,1,1,0,2,0,0,0,0,0,0,0,0,1,0,1,0.0,Matches
112,113,Denis Cheryshev,ru RUS,"MF,FW",Valencia,30,1990,6.3,1,0,0,15,7,4,27,9,5,1,0,0,35,5,13,27.8,Matches
113,114,Samuel Chukwueze,ng NGA,"MF,FW",Villarreal,22,1999,14.8,4,0,0,11,16,12,16,5,9,0,0,0,57,7,18,28.0,Matches
114,115,Víctor Chust,es ESP,DF,Cádiz,21,2000,20.3,2,0,0,14,8,0,2,16,10,0,2,0,124,30,36,45.5,Matches
115,116,Jasper Cillessen,nl NED,GK,Valencia,32,1989,16.2,1,0,0,0,1,0,0,1,0,0,0,0,20,1,0,100.0,Matches
116,117,Pathé Ciss,sn SEN,MF,Rayo Vallecano,27,1994,12.2,5,0,0,19,9,1,0,30,15,0,1,1,103,34,22,60.7,Matches
117,118,Carlos Clerc,es ESP,DF,Levante,29,1992,16.8,6,0,0,23,18,0,47,26,17,0,0,0,99,13,17,43.3,Matches
118,119,Coke,es ESP,DF,Levante,34,1987,1.3,1,0,0,4,1,0,0,2,2,0,0,0,8,4,3,57.1,Matches
119,120,Álex Collado,es ESP,"MF,FW",Granada,22,1999,11.3,1,0,0,15,16,0,42,6,12,0,0,0,59,6,17,26.1,Matches
120,121,Eray Cömert,ch SUI,DF,Valencia,23,1998,4.5,2,0,0,3,0,0,0,2,3,0,1,0,24,2,7,22.2,Matches
121,122,Santi Comesaña,es ESP,MF,Rayo Vallecano,24,1996,29.8,12,1,1,60,56,1,10,33,56,0,0,0,213,56,63,47.1,Matches
122,123,Diego Conde,es ESP,GK,Getafe,22,1998,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
123,124,Francis Coquelin,fr FRA,MF,Villarreal,30,1991,9.2,3,0,0,23,13,0,1,19,17,0,0,0,57,15,10,60.0,Matches
124,125,Jesús Corona,mx MEX,"FW,DF",Sevilla,28,1993,12.9,2,0,0,11,27,7,52,8,7,0,0,0,64,7,13,35.0,Matches
125,126,Ángel Correa,ar ARG,"FW,MF",Atlético Madrid,26,1995,20.6,3,1,0,24,27,10,34,10,8,0,0,0,78,5,16,23.8,Matches
126,127,Thierry Correia,pt POR,DF,Valencia,22,1999,15.7,5,0,0,32,29,0,48,19,23,0,0,0,109,19,14,57.6,Matches
127,128,Hélder Costa,ao ANG,"MF,FW",Valencia,27,1994,12.4,3,0,0,28,14,1,46,3,16,0,0,0,60,8,12,40.0,Matches
128,129,Jaume Costa,es ESP,DF,Mallorca,33,1988,20.3,5,1,0,21,26,2,75,23,26,0,0,0,100,25,31,44.6,Matches
129,130,Thibaut Courtois,be BEL,GK,Real Madrid,29,1992,36.0,1,0,0,1,1,0,0,0,0,0,1,0,44,8,1,88.9,Matches
130,131,Philippe Coutinho,br BRA,"MF,FW",Barcelona,29,1992,5.6,1,0,0,7,13,2,19,4,3,1,0,0,23,2,4,33.3,Matches
131,132,Cristo,es ESP,DF,Real Sociedad,21,2000,0.2,0,0,0,1,0,0,2,0,0,0,0,0,2,0,1,0.0,Matches
132,133,Juan Cruz Armada,es ESP,DF,Osasuna,29,1992,21.5,4,0,0,19,5,0,8,16,21,0,0,0,124,23,27,46.0,Matches
133,134,Marc Cucurella,es ESP,"MF,DF",Getafe,23,1998,0.3,0,0,0,0,1,0,2,0,0,0,0,0,4,0,0,,Matches
134,135,Jorge Cuenca,es ESP,DF,Getafe,21,1999,29.8,6,2,0,33,14,0,5,39,32,0,0,0,144,79,38,67.5,Matches
135,136,Matheus Cunha,br BRA,FW,Atlético Madrid,22,1999,11.8,3,0,0,22,26,1,7,6,12,2,1,0,44,21,74,22.1,Matches
136,137,Sergi Darder,es ESP,MF,Espanyol,27,1993,34.7,4,0,0,28,38,0,70,26,22,0,0,0,171,12,16,42.9,Matches
137,138,Rodrigo De Paul,ar ARG,MF,Atlético Madrid,27,1994,23.9,7,0,0,45,59,1,92,21,30,0,0,0,159,17,21,44.7,Matches
138,139,Thomas Delaney,dk DEN,MF,Sevilla,29,1991,17.2,4,1,1,26,21,1,14,13,24,0,0,0,82,55,35,61.1,Matches
139,140,Ousmane Dembélé,fr FRA,FW,Barcelona,24,1997,15.7,3,0,0,11,17,4,144,8,16,0,0,0,63,4,5,44.4,Matches
140,141,Yusuf Demir,at AUT,FW,Barcelona,18,2003,2.1,0,0,0,0,4,0,2,2,1,0,0,0,9,0,0,,Matches
141,142,Memphis Depay,nl NED,FW,Barcelona,27,1994,20.6,3,0,0,23,44,13,125,3,4,3,0,0,52,10,15,40.0,Matches
142,143,Sergiño Dest,us USA,"DF,FW",Barcelona,20,2000,16.8,2,0,0,17,19,1,59,2,15,0,0,0,93,7,13,35.0,Matches
143,144,Boulaye Dia,sn SEN,FW,Villarreal,24,1996,14.1,3,0,0,23,13,7,1,5,6,0,0,0,36,31,35,47.0,Matches
144,145,Mouctar Diakhaby,gn GUI,DF,Valencia,24,1996,21.6,11,0,0,26,16,1,5,30,24,0,1,2,144,33,29,53.2,Matches
145,146,Javier Díaz,es ESP,GK,Sevilla,24,1997,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,Matches
146,147,Víctor Díaz,es ESP,DF,Granada,33,1988,16.7,5,0,0,15,4,0,13,17,15,0,0,0,71,29,31,48.3,Matches
147,148,Landry Dimata,be BEL,"FW,MF",Espanyol,23,1997,6.0,0,0,0,14,20,3,0,1,2,0,0,0,14,17,24,41.5,Matches
148,149,Stole Dimitrievski,mk MKD,GK,Rayo Vallecano,27,1993,30.8,0,0,0,0,6,0,0,1,0,0,0,0,24,11,2,84.6,Matches
149,150,Matías Dituro,ar ARG,GK,Celta Vigo,34,1987,38.0,1,0,0,1,3,0,0,0,0,0,0,0,51,8,0,100.0,Matches
150,151,Djené,tg TOG,DF,Getafe,29,1991,34.6,11,1,0,47,36,1,22,59,26,0,2,0,222,52,31,62.7,Matches
151,152,Naïs Djouahra,fr FRA,"FW,MF",Real Sociedad,21,1999,2.4,0,0,0,3,2,1,15,2,3,0,0,0,14,2,2,50.0,Matches
152,153,Marko Dmitrović,rs SRB,GK,Sevilla,29,1992,6.0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,0,100.0,Matches
153,154,Jaume Doménech,es ESP,GK,Valencia,30,1990,3.8,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,,Matches
154,155,Carlos Dominguez,es ESP,DF,Celta Vigo,20,2001,3.8,1,0,0,3,4,0,0,4,1,0,1,0,21,10,6,62.5,Matches
155,156,Mario Dominguez,es ESP,FW,Valencia,17,2004,0.3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0.0,Matches
156,157,John Donald,es ESP,DF,Elche,20,2000,2.0,0,0,0,2,0,0,0,3,4,0,0,0,12,2,4,33.3,Matches
157,158,Domingos Duarte,pt POR,DF,Granada,26,1995,18.7,7,1,0,24,15,0,1,22,14,0,3,0,93,39,23,62.9,Matches
158,159,Óscar Duarte,cr CRC,DF,Levante,32,1989,19.7,5,0,0,26,4,2,0,24,8,0,0,0,98,67,35,65.7,Matches
159,160,Rubén Duarte,es ESP,DF,Alavés,25,1995,29.1,12,1,1,45,40,2,119,57,47,1,1,0,163,54,37,59.3,Matches
160,161,Unai Dufur,es ESP,DF,Osasuna,22,1999,1.0,0,0,0,1,0,0,0,4,0,0,0,0,8,2,2,50.0,Matches
161,162,Hugo Duro,es ESP,"DF,MF",Getafe,21,1999,0.1,0,0,0,1,1,0,0,0,0,0,0,0,1,2,1,66.7,Matches
162,163,Hugo Duro,es ESP,"FW,MF",Valencia,21,1999,20.4,3,1,1,29,44,7,12,4,19,2,1,0,64,39,68,36.4,Matches
163,164,Aritz Elustondo,es ESP,DF,Real Sociedad,27,1994,23.4,3,1,0,18,22,2,5,29,14,0,1,0,123,54,23,70.1,Matches
164,165,Adri Embarba,es ESP,"FW,MF",Espanyol,29,1992,22.1,4,0,0,30,43,7,192,19,29,0,0,0,108,17,31,35.4,Matches
165,166,Emerson,br BRA,DF,Barcelona,22,1999,1.0,0,0,0,3,3,0,2,2,3,0,0,0,2,0,1,0.0,Matches
166,167,Youssef En-Nesyri,ma MAR,FW,Sevilla,24,1997,14.2,1,0,0,11,10,18,5,4,5,1,0,0,28,45,51,46.9,Matches
167,168,Gonzalo Escalante,ar ARG,MF,Alavés,28,1993,14.4,8,1,1,25,23,3,3,21,14,1,0,0,93,34,23,59.6,Matches
168,169,Aarón Escandell,es ESP,GK,Granada,25,1995,3.2,1,1,0,0,1,0,0,0,0,0,0,0,4,0,0,,Matches
169,170,Sergio Escudero,es ESP,"DF,MF",Granada,31,1989,15.9,6,0,0,14,20,5,30,26,24,0,1,0,90,33,36,47.8,Matches
170,171,Alfonso Espino,uy URU,DF,Cádiz,29,1992,37.0,6,0,0,50,43,6,150,54,63,0,1,0,278,46,54,46.0,Matches
171,172,Estanis,es ESP,FW,Barcelona,17,2003,0.1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0.0,Matches
172,173,Pervis Estupiñán,ec ECU,DF,Villarreal,23,1998,17.5,3,0,0,24,11,11,73,25,22,0,1,0,126,23,19,54.8,Matches
173,174,Abdessamad Ezzalzouli,ma MAR,FW,Barcelona,19,2001,6.4,4,0,0,17,15,2,15,9,9,0,0,0,29,3,7,30.0,Matches
174,175,Radamel Falcao,co COL,FW,Rayo Vallecano,35,1986,9.3,1,0,0,17,18,15,4,2,1,0,0,0,17,27,33,45.0,Matches
175,176,Fali,es ESP,"DF,MF",Cádiz,27,1993,20.0,6,0,0,19,11,0,11,24,19,0,0,0,110,31,26,54.4,Matches
176,177,Omar Faraj,se SWE,FW,Levante,19,2002,0.0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0.0,Matches
177,178,Ansu Fati,es ESP,FW,Barcelona,18,2002,3.7,0,0,0,9,12,3,3,1,2,1,0,0,10,1,3,25.0,Matches
178,179,Aleix Febas,es ESP,MF,Mallorca,25,1996,1.3,1,0,0,2,5,0,0,0,1,0,0,0,9,1,2,33.3,Matches
179,180,Nabil Fekir,fr FRA,MF,Betis,28,1993,31.0,7,1,0,65,92,9,173,7,29,0,0,0,106,26,48,35.1,Matches
180,181,Felipe,br BRA,DF,Atlético Madrid,32,1989,16.7,5,1,0,21,14,2,0,28,15,0,0,0,100,45,29,60.8,Matches
181,182,João Félix,pt POR,"FW,MF",Atlético Madrid,21,1999,14.0,3,1,1,15,57,9,18,7,2,0,0,0,31,19,18,51.4,Matches
182,183,Aitor Fernández,es ESP,GK,Levante,30,1991,13.0,1,1,0,1,2,0,0,0,1,0,0,0,20,1,0,100.0,Matches
183,184,Álex Fernández,es ESP,MF,Cádiz,28,1992,22.8,2,0,0,15,23,2,69,30,31,0,0,0,164,18,30,37.5,Matches
184,185,Fernando,br BRA,"MF,DF",Sevilla,34,1987,20.6,6,0,0,16,11,1,1,29,17,0,0,0,131,35,45,43.8,Matches
