,Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,Prog,Matches
102,103,José Carlos,pt POR,DF,Gil Vicente FC,23,1998,27.3,1450,1868,77.6,25182,8984,635,718,88.4,670,812,82.5,116,230,50.4,3,2.2,2.7,+0.8,24,104,26,11,109,Matches
103,104,Luíz Carlos,br BRA,MF,Paços,36,1985,28.9,1099,1274,86.3,19830,4326,445,481,92.5,499,552,90.4,130,177,73.4,2,1.0,1.0,+1.0,17,101,11,5,69,Matches
104,105,João Carlos Teixeira,pt POR,"FW,MF",Famalicão,28,1993,8.8,290,356,81.5,4787,1222,145,165,87.9,100,119,84.0,28,42,66.7,3,0.8,1.0,+2.2,8,34,16,0,41,Matches
105,106,David Carmo,pt POR,DF,Braga,22,1999,11.0,599,721,83.1,13654,4588,115,131,87.8,380,412,92.2,103,166,62.0,0,0.1,0.4,-0.1,3,48,1,0,32,Matches
106,107,Carraça,pt POR,"DF,MF",B-SAD,28,1993,24.5,1101,1546,71.2,21222,9835,463,536,86.4,457,579,78.9,159,363,43.8,3,2.9,2.9,+0.1,28,96,14,9,86,Matches
107,108,Anderson Carvalho,br BRA,MF,Santa Clara,31,1990,21.1,527,704,74.9,9611,2678,194,244,79.5,266,319,83.4,52,99,52.5,0,0.5,0.6,-0.5,9,46,5,0,49,Matches
108,109,Duarte Carvalho,pt POR,MF,Estoril,19,2002,0.2,3,4,75.0,73,15,1,2,50.0,1,1,100.0,1,1,100.0,0,0.0,0.0,0.0,1,1,0,0,1,Matches
109,110,Martim Carvalho,pt POR,MF,Benfica,18,2003,0.2,15,18,83.3,277,112,7,7,100.0,7,9,77.8,1,1,100.0,0,0.3,0.2,-0.3,1,3,1,0,4,Matches
110,111,Vitor Carvalho,br BRA,MF,Gil Vicente FC,24,1997,24.8,1002,1250,80.2,17371,4912,451,532,84.8,449,535,83.9,83,125,66.4,0,0.7,0.7,-0.7,14,105,7,0,94,Matches
111,112,Cassiano,br BRA,FW,FC Vizela,32,1989,17.7,181,300,60.3,2615,538,112,156,71.8,54,85,63.5,8,17,47.1,2,1.4,1.5,+0.6,11,13,2,0,17,Matches
112,113,Mateo Cassierra,co COL,FW,B-SAD,24,1997,1.9,30,37,81.1,485,93,15,18,83.3,7,8,87.5,4,4,100.0,0,0.7,0.6,-0.7,3,3,2,0,5,Matches
113,114,Moises Castillo,co COL,"DF,FW",Marítimo,20,2001,0.2,2,4,50.0,43,31,0,1,0.0,2,2,100.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
114,115,André Castro,pt POR,MF,Braga,33,1988,12.8,446,568,78.5,8337,1744,185,227,81.5,174,217,80.2,71,90,78.9,2,0.7,0.9,+1.3,9,44,6,1,39,Matches
