,Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ,Att,Succ%,Mis,Dis,Rec,Prog,Matches
649,650,Jack Stretton,eng ENG,FW,Derby County,19,2001,3.3,64,0,4,28,33,6,64,2,4,50.0,15,6,46,10,Matches
650,651,Callum Styles,hu HUN,"MF,FW",Barnsley,21,2000,38.8,2046,67,432,1042,613,57,2046,23,59,39.0,83,45,1075,93,Matches
651,652,Ivan Šunjić,hr CRO,MF,Birmingham City,24,1996,34.1,1349,84,292,782,288,24,1349,10,19,52.6,38,17,622,38,Matches
652,653,Sam Surridge,eng ENG,FW,Stoke City,23,1998,7.7,244,10,23,115,107,42,243,9,17,52.9,31,13,180,61,Matches
653,654,Sam Surridge,eng ENG,FW,Nott'ham Forest,23,1998,6.9,215,10,15,81,119,48,215,8,16,50.0,23,6,153,41,Matches
654,655,John Swift,eng ENG,MF,Reading,26,1995,36.5,2323,36,288,1165,904,69,2320,62,106,58.5,108,71,1674,148,Matches
655,656,Sammie Szmodics,eng ENG,"MF,FW",P'borough Utd,25,1995,26.5,986,16,108,491,402,92,986,19,42,45.2,63,15,700,125,Matches
656,657,George Tanner,eng ENG,"DF,FW",Bristol City,21,1999,10.7,579,41,173,281,130,7,579,1,6,16.7,9,1,260,10,Matches
657,658,Fabio Tavares,eng ENG,FW,Coventry City,20,2001,1.0,33,0,1,5,27,10,33,2,4,50.0,4,1,24,11,Matches
658,659,Marcus Tavernier,eng ENG,"MF,DF",Middlesbrough,22,1999,43.4,2460,60,395,939,1176,115,2460,54,112,48.2,105,61,1486,144,Matches
659,660,Caleb Taylor,eng ENG,DF,West Brom,18,2003,0.3,19,0,11,7,1,1,19,0,0,,0,0,13,0,Matches
660,661,Jack Taylor,ie IRL,MF,P'borough Utd,23,1998,28.6,1571,87,409,916,257,27,1571,22,27,81.5,41,21,937,41,Matches
661,662,Joseph Taylor,eng ENG,"FW,MF",P'borough Utd,18,2002,0.4,13,0,1,5,7,1,13,0,0,,3,1,7,1,Matches
662,663,Lyle Taylor,ms MSR,FW,Nott'ham Forest,31,1990,8.8,247,5,11,95,142,28,246,5,12,41.7,39,13,189,53,Matches
663,664,Lyle Taylor,ms MSR,FW,Birmingham City,31,1990,13.7,437,10,29,185,226,44,435,8,17,47.1,49,23,316,70,Matches
664,665,Neil Taylor,wls WAL,DF,Middlesbrough,32,1989,12.3,591,24,110,256,226,11,591,7,10,70.0,13,6,359,21,Matches
