,Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,Def,Matches
71,72,Michael Breij,nl NED,"MF,FW",Cambuur,24,1997,15.5,30,1.93,26,0,0,2,2,0,7,0.45,4,0,0,2,1,0,Matches
72,73,Joshua Brenet,nl NED,DF,Twente,27,1994,11.1,29,2.61,25,0,3,1,0,0,3,0.27,3,0,0,0,0,0,Matches
73,74,Brian Brobbey,nl NED,FW,Ajax,19,2002,4.4,10,2.26,7,0,2,0,1,0,1,0.23,1,0,0,0,0,0,Matches
74,75,Jorn Brondeel,be BEL,GK,Willem II,27,1993,1.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
75,76,Ilias Bronkhorst,nl NED,"DF,FW",NEC Nijmegen,24,1997,2.2,8,3.69,7,1,0,0,0,0,2,0.92,2,0,0,0,0,0,Matches
76,77,Luuk Brouwers,nl NED,MF,Go Ahead Eag,23,1998,31.9,54,1.69,42,1,3,3,3,2,8,0.25,4,0,2,2,0,0,Matches
77,78,Jordy Bruijn,nl NED,"MF,FW",NEC Nijmegen,25,1996,20.1,46,2.29,33,0,4,2,6,1,6,0.30,6,0,0,0,0,0,Matches
78,79,Bruma,pt POR,"FW,MF",PSV Eindhoven,26,1994,14.1,77,5.45,63,1,5,6,1,1,11,0.78,9,0,0,2,0,0,Matches
79,80,Max Bruns,nl NED,DF,Twente,18,2002,1.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
80,81,Koen Bucker,nl NED,GK,Heracles Almelo,25,1996,12.0,1,0.08,0,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
81,82,Thomas Buitink,nl NED,"FW,MF",Vitesse,21,2000,12.8,29,2.27,19,1,2,2,4,1,3,0.23,1,0,1,0,1,0,Matches
82,83,Wouter Burger,nl NED,DF,Feyenoord,20,2001,0.9,1,1.17,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
83,84,Delano Burgzorg,nl NED,"FW,MF",Heracles Almelo,22,1998,12.8,42,3.28,23,0,10,4,3,2,5,0.39,1,0,4,0,0,0,Matches
84,85,Alexander Büttner,nl NED,"DF,MF",RKC Waalwijk,32,1989,20.9,63,3.01,24,30,1,0,5,3,5,0.24,3,1,0,0,0,1,Matches
85,86,Zico Buurmeester,nl NED,"MF,DF",AZ Alkmaar,19,2002,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
86,87,Marc Cardona,es ESP,FW,Go Ahead Eag,26,1995,8.8,24,2.73,16,1,3,3,1,0,3,0.34,3,0,0,0,0,0,Matches
87,88,João Carlos Teixeira,pt POR,MF,Feyenoord,28,1993,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
