,Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,Prog,Matches
106,107,Francesco Cassata,it ITA,MF,Genoa,24,1997,0.1,1,1,100.0,51,0,0,0,,0,0,,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
107,108,Samu Castillejo,es ESP,"FW,MF",Milan,26,1995,1.4,54,65,83.1,847,210,38,39,97.4,9,11,81.8,6,12,50.0,0,0.2,0.2,-0.2,2,5,4,3,4,Matches
108,109,Gaetano Castrovilli,it ITA,MF,Fiorentina,24,1997,15.5,404,539,75.0,6627,1868,215,243,88.5,145,189,76.7,30,61,49.2,1,0.8,1.5,+0.2,14,37,24,0,55,Matches
109,110,Danilo Cataldi,it ITA,MF,Lazio,26,1994,19.0,1201,1401,85.7,19380,6444,632,674,93.8,411,472,87.1,111,184,60.3,2,3.9,2.6,-1.9,25,126,17,2,72,Matches
110,111,Pietro Ceccaroni,it ITA,DF,Venezia,25,1995,34.7,1414,1720,82.2,25815,11157,563,622,90.5,712,802,88.8,125,241,51.9,1,0.8,0.4,+0.2,6,82,4,2,62,Matches
111,112,Federico Ceccherini,it ITA,DF,Hellas Verona,29,1992,26.2,954,1216,78.5,16323,6138,444,525,84.6,384,445,86.3,95,175,54.3,0,0.7,0.6,-0.7,7,73,5,0,69,Matches
112,113,Emil Ceide,no NOR,"FW,MF",Sassuolo,19,2001,0.6,11,26,42.3,112,23,6,10,60.0,2,7,28.6,0,0,,0,0.0,0.0,0.0,0,1,2,0,2,Matches
113,114,Luca Ceppitelli,it ITA,DF,Cagliari,31,1989,16.1,671,802,83.7,12644,4481,259,288,89.9,322,359,89.7,76,124,61.3,1,0.4,0.2,+0.6,2,36,4,2,29,Matches
114,115,Damir Ceter,co COL,FW,Cagliari,23,1997,0.1,1,2,50.0,49,0,0,1,0.0,0,0,,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
115,116,Julian Chabot,de GER,DF,Sampdoria,23,1998,5.4,206,258,79.8,4377,1629,61,71,85.9,111,121,91.7,33,60,55.0,0,0.0,0.0,0.0,0,13,0,0,18,Matches
116,117,Giorgio Chiellini,it ITA,DF,Juventus,36,1984,15.0,783,949,82.5,16149,5681,229,252,90.9,445,504,88.3,105,172,61.0,0,0.4,0.3,-0.4,7,69,3,0,58,Matches
117,118,Federico Chiesa,it ITA,"MF,FW",Juventus,23,1997,9.6,218,288,75.7,3844,1144,106,126,84.1,76,95,80.0,27,43,62.8,2,1.3,1.0,+0.7,17,18,13,5,27,Matches
118,119,Vlad Chiricheș,ro ROU,DF,Sassuolo,31,1989,25.6,1224,1342,91.2,22910,7641,468,500,93.6,584,628,93.0,147,171,86.0,0,0.0,0.3,0.0,2,32,1,0,40,Matches
119,120,Riccardo Ciervo,it ITA,"MF,DF",Sampdoria,19,2002,2.5,45,66,68.2,824,174,20,26,76.9,17,26,65.4,5,6,83.3,1,0.2,0.4,+0.8,3,5,1,1,4,Matches
120,121,Moustapha Cissé,gn GUI,FW,Atalanta,17,2003,0.4,5,9,55.6,48,13,5,8,62.5,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,1,Matches
121,122,Giorgio Cittadini,it ITA,DF,Atalanta,19,2002,0.0,1,2,50.0,17,15,0,1,0.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,1,Matches
122,123,Ebrima Colley,gm GAM,"FW,MF",Spezia,21,2000,4.4,80,127,63.0,1301,416,38,49,77.6,31,49,63.3,8,16,50.0,0,1.2,1.1,-1.2,5,10,7,2,11,Matches
123,124,Omar Colley,gm GAM,DF,Sampdoria,28,1992,30.5,1211,1448,83.6,23118,7683,393,432,91.0,684,761,89.9,110,207,53.1,0,0.0,0.2,0.0,0,63,2,0,66,Matches
124,125,Andrea Consigli,it ITA,GK,Sassuolo,34,1987,36.9,1161,1469,79.0,29559,19688,291,294,99.0,475,484,98.1,381,673,56.6,0,0.0,0.0,0.0,1,7,1,0,0,Matches
125,126,Andrea Conti,it ITA,"DF,MF",Sampdoria,27,1994,2.6,62,82,75.6,849,334,40,46,87.0,14,22,63.6,5,7,71.4,0,0.0,0.1,0.0,0,4,0,0,3,Matches
126,127,Andrea Conti,it ITA,DF,Milan,27,1994,0.1,4,6,66.7,62,2,2,2,100.0,2,4,50.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
127,128,Diego Coppola,it ITA,DF,Hellas Verona,17,2003,2.8,77,98,78.6,1417,595,27,31,87.1,45,53,84.9,4,11,36.4,0,0.0,0.0,0.0,0,5,0,0,7,Matches
